coord_x,coord_y,value,water_saturation,confidence
1,1,0.13587789978381043,0.3,0.8
1,2,0.4234433804257471,0.4,0.9
1,3,1.0809319495994134,0.8,0.3
1,4,0.35148049273483184,0.7,0.7
1,5,1.0870767304828113,0.5,0.8
1,6,1.0057116216093063,0.3,0.4
1,7,3.695532258413867,0.5,0.7
1,8,1.4560407902776893,0.0,0.8
1,9,1.044011974466203,0.1,0.1
1,10,6.569823865690012,0.2,0.1
1,11,1.9840455295928445,0.7,0.6
1,12,1.8439227101053675,0.7,0.0
1,13,2.0406038331388876,0.0,0.0
1,14,5.656197944618267,0.3,0.5
1,15,3.6050437632366226,0.3,0.6
1,16,1.7945237655315678,0.3,0.3
1,17,4.776906782456462,0.9,0.3
1,18,3.0306444050443546,0.3,0.8
1,19,6.218350777970758,0.3,0.2
1,20,8.962582270417606,0.2,0.7
1,21,2.0538772700625523,0.5,0.1
1,22,3.820297708013057,0.0,0.0
1,23,8.099711060737016,0.9,0.8
1,24,8.76202872763379,0.6,0.5
1,25,8.974789215340776,0.6,0.3
1,26,16.85234673461653,0.3,0.6
1,27,5.745933865048126,0.6,0.5
1,28,21.219059308955337,0.7,0.5
1,29,9.60643803529733,0.2,0.5
1,30,5.513880291424755,0.6,0.7
1,31,180.05741266070527,0.2,0.6
1,32,6.333739153635034,0.1,0.1
1,33,7.49724764229419,0.4,0.4
1,34,2.6019162172323687,0.4,0.8
1,35,4.496646369988727,0.8,0.5
1,36,7.134353471412171,0.8,0.5
1,37,16.881562417539563,0.5,0.1
1,38,22.85072342521814,0.7,0.1
1,39,3.9200775988135876,0.3,0.0
1,40,23.442913284449997,0.6,0.5
1,41,3.4313984308281076,0.2,0.1
1,42,6.480672570102417,0.3,0.0
1,43,16.652480621777688,0.7,0.7
1,44,28.45298427779891,0.9,0.5
1,45,4.024117741383403,0.8,0.5
1,46,4.076205620225699,0.2,0.5
1,47,8.86203010347542,0.2,0.8
1,48,65.98795496877707,0.4,0.0
1,49,23.06861633294532,0.2,0.6
1,50,51.466591651710075,0.4,0.0
1,51,12.037879605622193,0.7,0.4
1,52,16.999187421698664,0.5,0.1
1,53,8.318786794730158,0.7,0.0
1,54,5.765130098169302,0.7,0.4
1,55,7.732440078629663,0.2,0.4
1,56,30.12277400127847,0.3,0.9
1,57,8.008992235731261,0.7,0.4
1,58,8.664398937650141,0.5,0.6
1,59,35.479526927270896,0.3,0.4
1,60,16.967081598670337,0.4,0.1
1,61,48.51364335638568,0.6,0.8
1,62,47.18648915469206,0.9,0.1
1,63,18.551646557397763,0.3,0.4
1,64,6.151047300999431,0.3,0.8
1,65,5.464885641024917,0.3,0.6
1,66,16.51143814026499,0.4,0.1
1,67,7.664862809741384,0.2,0.7
1,68,16.07495863153147,0.2,0.1
1,69,24.585830676614872,0.2,0.9
1,70,48.030448727493564,0.9,0.3
1,71,11.853209304773799,0.0,0.8
1,72,7.808724036407148,0.5,0.0
1,73,7.1168593528421,0.0,0.7
1,74,10.704323902411945,0.8,0.9
1,75,36.884638894895,0.3,0.5
1,76,65.99582601941037,0.0,0.9
1,77,18.605082838649725,0.5,0.5
1,78,71.1961264642826,0.6,0.7
1,79,21.445796562526986,0.9,0.8
1,80,14.19454815790842,0.8,0.5
1,81,7.7172080515823644,0.8,0.7
1,82,52.78011565849269,0.2,0.7
1,83,64.38188279901578,0.7,0.9
1,84,7.648013924927409,0.4,0.5
1,85,16.03563157348373,0.4,0.7
1,86,6.496550876859586,0.1,0.4
1,87,6.019779137870043,0.4,0.8
1,88,11.690688014971196,0.7,0.6
1,89,38.34567178693342,0.5,0.6
1,90,13.020298976017557,0.9,0.1
1,91,22.134700282822372,0.3,0.5
1,92,42.5712013030309,0.7,0.6
1,93,38.33667442786175,0.4,0.7
1,94,79.438293916899,0.9,0.1
1,95,18.261919643626577,0.5,0.2
1,96,15.467063044402442,0.2,0.5
1,97,10.07156504986875,0.8,0.1
1,98,17.929934933027447,0.2,0.2
1,99,14.926080662893249,0.5,0.7
1,100,7.7958936914111545,0.7,0.9
2,100,92.75962618146272,0.2,0.8
2,1,0.08785793364430303,0.0,0.5
2,2,0.5340359488461155,0.6,0.2
2,3,0.7783031047242225,0.9,0.4
2,4,1.5762235041277959,0.7,0.8
2,5,1.0068105566920944,0.7,0.3
2,6,0.7914461139721269,0.0,0.1
2,7,0.5907447181546871,0.2,0.3
2,8,1.1598366790145866,0.0,0.1
2,9,3.110754454900815,0.7,0.9
2,10,10.976481161039079,0.7,0.5
2,11,6.116615720538797,0.6,0.9
2,12,2.6264419748162506,0.1,0.6
2,13,2.418706856399349,0.3,0.9
2,14,31.150605015208676,0.2,0.2
2,15,2.343066404081297,0.9,0.0
2,16,2.076952818888509,0.1,0.9
2,17,9.386052410870581,0.3,0.6
2,18,2.3334004541635327,0.7,0.9
2,19,2.17277717691458,0.7,0.5
2,20,1.5301684059535303,0.5,0.9
2,21,4.655063708446108,0.7,0.4
2,22,10.28277804608684,0.2,0.6
2,23,2.224767488154513,0.5,0.5
2,24,7.828362162592419,0.6,0.5
2,25,9.068817911953785,0.3,0.5
2,26,14.407506550719688,0.9,0.2
2,27,8.132273866608697,0.9,0.9
2,28,2.5232161510965145,0.0,0.4
2,29,12.036472731709358,0.9,0.1
2,30,13.750572096939038,0.4,0.9
2,31,2.564441293428872,0.5,0.1
2,32,18.996895110280647,0.1,0.4
2,33,3.984212218090973,0.5,0.8
2,34,5.302503903753458,0.1,0.6
2,35,42.082250945702306,0.2,0.8
2,36,11.611499465142398,0.6,0.4
2,37,23.31232915665697,0.6,0.5
2,38,5.7778225490970385,0.6,0.6
2,39,30.627095844349668,0.0,0.0
2,40,5.941577327255377,0.8,0.2
2,41,6.221542952502863,0.6,0.5
2,42,6.741173214462355,0.0,0.9
2,43,4.484643700872216,0.4,0.9
2,44,16.295840706232173,0.0,0.3
2,45,14.802825827133818,0.9,0.8
2,46,17.951837694721092,0.4,0.4
