coord_x,coord_y,value,water_saturation,confidence
1,1,2.5553385557109474,0.2,0.0
1,2,1.2898798348008025,0.8,0.6
1,3,2.8389579524628874,0.1,0.8
1,4,62.540635634573924,0.1,0.1
1,5,6.5781081153432694,0.7,0.6
1,6,6.338357815703997,0.2,0.3
1,7,3.023066735646214,0.6,0.6
1,8,2.0209547676785657,0.8,0.2
1,9,2.9873941143641245,0.4,0.4
1,10,7.985856258810813,0.5,0.9
1,11,4.3179022753768965,0.1,0.7
1,12,5.534755437143881,0.2,0.7
1,13,6.107425637272335,0.1,0.8
1,14,4.631024753101035,0.7,0.2
1,15,4.787488718903594,0.1,0.1
1,16,2.147875891208212,0.0,0.5
1,17,33.55261200248973,0.2,0.3
1,18,3.675162467576367,0.9,0.3
1,19,3.3287857898823985,0.7,0.3
1,20,1.717026624114553,0.5,0.7
1,21,1.5031391791697728,0.7,0.7
1,22,9.056155053694916,0.6,0.2
1,23,10.284662582534756,0.3,0.8
1,24,3.0395540688215066,0.0,0.2
1,25,28.88133456423486,0.4,0.9
1,26,2.8969776373415552,0.6,0.5
1,27,4.208217556047478,0.9,0.0
1,28,4.083828571953228,0.3,0.5
1,29,9.61299583241177,0.1,0.6
1,30,2.2161718594321234,0.2,0.9
1,31,4.650490107543504,0.6,0.1
1,32,9.431510787433385,0.9,0.7
1,33,2.67652744228746,0.7,0.3
1,34,4.203521977065213,0.3,0.4
1,35,7.628901701891831,0.0,0.1
1,36,7.087158880352933,0.2,0.6
1,37,3.8100327144690076,0.8,0.5
1,38,4.424043870622838,0.7,0.2
1,39,7.160156798241398,0.5,0.4
1,40,19.701646874199895,0.1,0.0
1,41,7.6234473734611825,0.6,0.1
1,42,4.571803577628996,0.6,0.2
1,43,6.061818131478865,0.4,0.9
1,44,5.628659920315556,0.6,0.7
1,45,17.80836582398799,0.8,0.1
1,46,3.750919934694803,0.7,0.2
1,47,3.2148567903884735,0.9,0.3
1,48,4.3757078252382815,0.1,0.6
1,49,8.288128330320596,0.3,0.0
1,50,11.88026957024328,0.5,0.1
1,51,18.636753197620287,0.1,0.5
1,52,5.595256452953555,0.3,0.5
1,53,5.600640709070525,0.4,0.3
1,54,9.75541805763477,0.7,0.6
1,55,4.8701579181081645,0.6,0.2
1,56,11.602845864735919,0.3,0.4
1,57,14.351415274164246,0.4,0.3
1,58,7.880082814133123,0.1,0.1
1,59,5.553808713378013,0.8,0.8
1,60,3.954158360022054,0.2,0.2
1,61,7.566650896074488,0.3,0.7
1,62,3.6740728508828573,0.6,0.4
1,63,11.908820201336539,0.5,0.1
1,64,9.40436258648353,0.9,0.5
1,65,4.97626704508054,0.6,0.6
1,66,13.488869822922956,0.6,0.8
1,67,7.431068373575307,0.1,0.4
1,68,8.684207391141094,0.5,0.2
1,69,5.0426940995831195,0.6,0.5
1,70,14.85268737780921,0.2,0.9
1,71,17.09466742424298,0.7,0.1
1,72,11.267009783208854,0.7,0.6
1,73,21.13586914134334,0.0,0.0
1,74,13.630861681566895,0.5,0.7
1,75,7.425549008559576,0.2,0.7
1,76,5.581554084410338,0.5,0.6
1,77,5.507467201303665,0.8,0.2
1,78,6.56464764668223,0.6,0.4
1,79,11.195805251300182,0.2,0.5
1,80,13.65094874616447,0.9,0.7
1,81,4.85909205897986,0.3,0.6
1,82,18.846003624568823,0.4,0.1
1,83,15.349372615451315,0.5,0.5
1,84,5.301255488332243,0.8,0.0
1,85,9.000757884819418,0.2,0.9
1,86,6.86786657144067,0.0,0.8
1,87,5.966575087626511,0.3,0.0
1,88,13.15178628505383,0.5,0.7
1,89,6.9935977042864845,0.6,0.1
1,90,42.39203147313711,0.3,0.3
1,91,6.949961311541047,0.9,0.6
1,92,8.857497595980124,0.6,0.3
1,93,7.033648895045686,0.8,0.2
1,94,5.326293924174443,0.6,0.3
1,95,8.202804689456205,0.5,0.3
1,96,6.212806074768109,0.4,0.4
1,97,5.880031076705767,0.9,0.6
1,98,8.095952323687612,0.3,0.2
1,99,7.312433142152668,0.7,0.9
1,100,7.113444548283694,0.3,0.0
2,100,13.833249264074823,0.4,0.5
2,1,2.9160174350571157,0.4,0.3
2,2,1.6755294801627556,0.7,0.7
2,3,29.50368651913011,0.7,0.0
2,4,2.5375780412952005,0.6,0.2
2,5,3.687702719425615,0.1,0.6
2,6,3.606725241055937,0.7,0.9
2,7,17.13386063833974,0.2,0.2
2,8,4.927623201722744,0.6,0.2
2,9,8.873479134267612,0.7,0.9
2,10,9.755025218059055,0.9,0.2
2,11,4.725037794365705,0.4,0.6
2,12,62.272854899888586,0.6,0.3
2,13,1.678674013661142,0.4,0.1
2,14,5.20241126410965,0.9,0.8
2,15,3.112678562384313,0.7,0.3
2,16,6.809451056369403,0.2,0.9
2,17,52.5981523872657,0.8,0.6
2,18,1.9592100368882577,0.1,0.6
2,19,2.929639959626809,0.4,0.7
2,20,2.5702505984235264,0.5,0.6
2,21,5.1070245960803184,0.2,0.5
2,22,7.599223941469841,0.0,0.3
2,23,3.364936395401606,0.8,0.7
2,24,2.4292007930536146,0.0,0.8
2,25,3.542752301613097,0.9,0.9
2,26,38.02467627503118,0.8,0.8
2,27,3.944589936383145,0.3,0.3
