coord_x,coord_y,value,water_saturation,confidence
1,1,1.7517956073355472,0.6,0.4
1,2,0.27781515176963884,0.9,0.9
1,3,0.7873054598407795,0.8,0.2
1,4,0.3115763950561521,0.5,0.8
1,5,1.4052527143916935,0.5,0.7
1,6,1.8196900123869082,0.7,0.0
1,7,0.7301814921303156,0.5,0.9
1,8,0.8558102938707777,0.4,0.2
1,9,4.233436627733194,0.7,0.1
1,10,8.029105703468886,0.2,0.2
1,11,5.198302724310765,0.7,0.1
1,12,1.0607651278409298,0.4,0.6
1,13,6.2002348400888465,0.0,0.8
1,14,3.7754457949990705,0.5,0.6
1,15,1.5640356534272777,0.6,0.1
1,16,5.705203590359053,0.4,0.4
1,17,14.147152222622912,0.8,0.3
1,18,5.723899945559473,0.2,0.2
1,19,4.217745517893191,0.4,0.1
1,20,8.4536670950644,0.1,0.0
1,21,27.468014386714803,0.3,0.5
1,22,1.8942228928106446,0.6,0.5
1,23,6.612853901492819,0.8,0.3
1,24,8.854128871488925,0.8,0.1
1,25,17.69500510491657,0.3,0.9
1,26,2.6033890600482064,0.6,0.3
1,27,12.403933923294332,0.6,0.7
1,28,3.31151885240447,0.5,0.2
1,29,4.510903788353142,0.7,0.9
1,30,3.9397872796123266,0.0,0.2
1,31,7.149091184019559,0.9,0.1
1,32,6.602710973906835,0.9,0.9
1,33,6.980321986919549,0.5,0.0
1,34,3.7182232869744496,0.7,0.9
1,35,7.287770501377648,0.8,0.1
1,36,4.545302661311688,0.7,0.0
1,37,7.081059968718732,0.5,0.9
1,38,2.9473904479066935,0.7,0.7
1,39,6.523645181065324,0.9,0.7
1,40,6.027127239462685,0.2,0.1
1,41,15.804317278893246,0.6,0.4
1,42,11.923336119480526,0.8,0.1
1,43,88.27919002720203,0.2,0.1
1,44,30.99304743301487,0.8,0.4
1,45,5.077932789351472,0.8,0.1
1,46,48.773919090050235,0.2,0.1
1,47,8.34783687591556,0.4,0.5
1,48,28.730720771476204,0.5,0.2
1,49,24.298284495154867,0.4,0.8
1,50,4.316791376911339,0.2,0.2
1,51,17.13202889903284,0.7,0.3
1,52,37.76508679155521,0.3,0.1
1,53,23.02098123932779,0.1,0.6
1,54,38.917725701718,0.5,0.9
1,55,11.07010484608722,0.1,0.0
1,56,17.848333185308284,0.9,0.8
1,57,26.206110891075205,0.6,0.1
1,58,56.853800810304065,0.0,0.5
1,59,8.533652179047374,0.2,0.4
1,60,8.090765187967577,0.4,0.2
1,61,10.726145767021553,0.9,0.4
1,62,18.157115003191308,0.9,0.0
1,63,27.830251282567833,0.0,0.0
1,64,8.287587416753786,0.3,0.4
1,65,10.352325321914693,0.2,0.1
1,66,250.3897250572827,0.7,0.9
1,67,52.79719125368926,0.8,0.2
1,68,28.307122294391196,0.5,0.4
1,69,18.567655258724216,0.7,0.6
1,70,21.887219248177455,0.0,0.6
1,71,8.649470176386078,0.6,0.0
1,72,12.108631582407277,0.3,0.8
1,73,18.936211703974372,0.9,0.0
1,74,15.286141691296798,0.6,0.8
1,75,19.255834950135927,0.6,0.0
1,76,8.25564618802802,0.1,0.5
1,77,33.61056780160992,0.2,0.0
1,78,15.153000161273898,0.0,0.7
1,79,17.974351297557288,0.5,0.9
1,80,9.619175133467515,0.4,0.5
1,81,16.69676490361565,0.2,0.3
1,82,14.628320946286012,0.0,0.8
1,83,9.884387876677202,0.4,0.4
1,84,26.63582137239046,0.2,0.3
1,85,10.328033657892638,0.3,0.1
1,86,6.424195350709466,0.1,0.9
1,87,43.61584966900129,0.4,0.6
1,88,19.274058046224045,0.2,0.6
1,89,17.253475618088707,0.7,0.2
1,90,85.52746083816535,0.4,0.0
1,91,12.059702481055922,0.1,0.9
1,92,105.86051381163448,0.6,0.3
1,93,33.30288573907874,0.4,0.1
1,94,16.216430176446075,0.2,0.9
1,95,88.76080096474722,0.9,0.9
1,96,35.024539482951866,0.9,0.1
1,97,50.18103803357491,0.9,0.7
1,98,32.68914693787397,0.2,0.5
1,99,10.872103049029372,0.7,0.7
1,100,17.883060018579872,0.2,0.9
2,100,19.375687935269696,0.9,0.4
2,1,0.7520443546852499,0.1,0.9
2,2,0.16761113728900479,0.5,0.1
2,3,1.6008648364540214,0.5,0.2
2,4,0.5905216128502486,0.7,0.1
2,5,1.9372696648974799,0.4,0.9
2,6,1.4508394841431846,0.2,0.7
2,7,0.8711949741886855,0.5,0.9
2,8,1.8047258150457886,0.3,0.6
2,9,9.449623419924245,0.0,0.5
2,10,7.354329079494027,0.1,0.6
2,11,11.06732800571108,0.5,0.6
2,12,1.3073604140650337,0.0,0.2
2,13,1.3059817348902665,0.8,0.8
2,14,10.086359789424371,0.4,0.9
2,15,2.5264855043409264,0.8,0.3
2,16,3.407411979411618,0.4,0.5
2,17,5.391011639351039,0.5,0.9
2,18,2.2837025011293366,0.3,0.6
2,19,4.471959475903101,0.5,0.2
2,20,15.429252591818456,0.3,0.5
2,21,4.6574117886616175,0.3,0.3
2,22,2.769352177217035,0.5,0.0
2,23,37.58625716059106,0.1,0.2
2,24,3.4210519241167057,0.9,0.3
2,25,8.91938394064374,0.0,0.3
2,26,2.569580874146081,0.6,0.0
2,27,4.019740033465776,0.6,0.1
2,28,7.9803727192083596,0.5,0.1
2,29,4.410404590247245,0.8,0.7
2,30,7.8166281406125,0.7,0.9
2,31,2.5130531110818284,0.7,0.8
2,32,38.391104204898554,0.6,0.0
2,33,11.105505415326101,0.2,0.8
2,34,4.703557661569252,0.2,0.4
2,35,19.199585070162787,0.9,0.9
2,36,14.708792492505287,0.8,0.5
2,37,23.623943876567527,0.2,0.0
2,38,16.175080848763884,0.4,0.8
2,39,30.756095068644484,0.3,0.1
2,40,16.166995617136635,0.6,0.4
2,41,2.405522460199405,0.8,0.9
2,42,24.780096094045117,0.5,0.0
2,43,3.3562777521897176,0.7,0.6
2,44,5.130313432096341,0.1,0.3
2,45,8.98624571596388,0.1,0.2
2,46,19.80529492739434,0.7,0.1
2,47,4.276109472180148,0.6,0.7
2,48,19.808249815724825,0.9,0.3
2,49,77.35752192243186,0.2,0.5
2,50,14.205771241904452,0.3,0.8
2,51,18.355627744747736,0.9,0.0
2,52,32.99596412718279,0.8,0.8
2,53,4.530632585541783,0.9,0.0
2,54,9.865317885787459,0.5,0.2
2,55,3.8809442773205074,0.1,0.4
2,56,6.612866334920816,0.3,0.8
2,57,18.432105111784225,0.5,0.0
2,58,38.008344375448914,0.5,0.0
2,59,22.69011344950597,0.9,0.5
2,60,43.56784635789701,0.3,0.8
2,61,10.32717318041369,0.4,0.8
2,62,18.77071938884328,0.9,0.3
2,63,45.59463552200083,0.4,0.9
2,64,43.283392603396805,0.1,0.8
2,65,10.212028136698011,0.0,0.2
2,66,8.06571773125103,0.9,0.5
2,67,394.5252860901657,0.7,0.3
2,68,41.10158933797255,0.7,0.3
2,69,12.993349619844162,0.3,0.4
2,70,17.382942248473665,0.5,0.9
2,71,14.946408207013556,0.1,0.7
2,72,44.18524925680141,0.0,0.6
2,73,84.28598737762997,0.8,0.4
2,74,23.134847106255563,0.7,0.6
2,75,10.559707198012196,0.5,0.2
2,76,26.642211943535916,0.7,0.0
2,77,31.405869229128463,0.2,0.2
2,78,11.056673844588332,0.5,0.6
2,79,43.3801378956935,0.6,0.4
2,80,8.332799651496915,0.5,0.0
2,81,46.354380089412956,0.3,0.8
2,82,51.87706900590583,0.8,0.9
2,83,16.456937550268886,0.8,0.7
2,84,26.104329760202603,0.9,0.3
2,85,9.122068683099357,0.2,0.4
2,86,5.868828296480275,0.3,0.2
2,87,7.2902188383318425,0.9,0.8
2,88,59.66086929192776,0.8,0.6
2,89,8.614713045163747,0.2,0.6
2,90,30.907692305502792,0.8,0.7
2,91,10.23745334916816,0.4,0.6
2,92,20.03340884579019,0.2,0.1
2,93,16.867426992403367,0.3,0.9
2,94,27.167537642887122,0.8,0.8
2,95,43.98386309139924,0.6,0.3
2,96,55.020280689669754,0.2,0.1
2,97,17.350603961701253,0.2,0.2
2,98,16.185010850406105,0.8,0.1
2,99,54.521592006901884,0.9,0.3
3,99,24.946387585682945,0.6,0.7
3,100,135.04642401948982,0.3,0.9
3,1,2.9471088325636283,0.7,0.7
3,2,0.27689267052805394,0.0,0.6
3,3,0.8771603965176343,0.0,0.6
3,4,1.3589483656553534,0.5,0.4
3,5,0.5601054367858219,0.7,0.4
3,6,2.889561359039895,0.7,0.1
3,7,1.4556858211499943,0.1,0.4
3,8,11.769222554473847,0.2,0.8
3,9,3.1777630938707584,0.4,0.6
3,10,5.766099614259745,0.4,0.0
3,11,3.953728703994833,0.5,0.2
3,12,3.5191815426311233,0.0,0.1
3,13,8.087382688780812,0.1,0.8
3,14,9.593286143578915,0.7,0.4
3,15,2.398850924133921,0.0,0.1
3,16,1.197019755968303,0.7,0.1
3,17,5.881910634038012,0.8,0.1
3,18,1.2073458227551654,0.1,0.5
3,19,1.6973410350303402,0.7,0.1
3,20,2.6735988350062856,0.6,0.1
3,21,9.730947130713966,0.6,0.6
3,22,4.398140533207289,0.4,0.2
3,23,42.886568534013556,0.7,0.5
3,24,6.281778053043276,0.6,0.2
3,25,3.671240843902911,0.4,0.5
3,26,17.923664474247605,0.6,0.8
3,27,5.344473467360529,0.4,0.7
3,28,3.261174035378999,0.0,0.7
3,29,5.33434038972469,0.5,0.8
3,30,2.727911057144996,0.3,0.3
3,31,8.987409516435193,0.6,0.6
3,32,5.011340862185753,0.8,0.1
3,33,9.723626336880896,0.6,0.8
3,34,4.135224490561124,0.3,0.9
3,35,74.02008012637583,0.2,0.5
3,36,3.9248878817104216,0.7,0.3
3,37,16.64066375378658,0.7,0.1
3,38,5.319903401838227,0.2,0.0
3,39,6.720888886960475,0.6,0.2
3,40,11.692360494609234,0.5,0.6
3,41,10.188996966770313,0.0,0.6
3,42,35.73248533869058,0.3,0.6
3,43,8.129167635738964,0.4,0.4
3,44,9.741865131430918,0.3,0.0
3,45,7.3981657973302815,0.5,0.7
3,46,32.67364634970152,0.3,0.1
3,47,28.865995157608527,0.1,0.8
3,48,38.63565402771332,0.7,0.3
3,49,42.8837663797839,0.3,0.1
3,50,16.97761521093074,0.4,0.2
3,51,11.023305491156558,0.5,0.3
3,52,54.00168825751957,0.6,0.6
3,53,4.855976674601634,0.6,0.8
3,54,8.861916660302164,0.1,0.4
3,55,4.032287575927826,0.8,0.9
3,56,11.710408610384418,0.0,0.8
3,57,24.59749985805831,0.4,0.3
3,58,25.85768923562012,0.4,0.7
3,59,35.541973853414184,0.3,0.5
3,60,11.917624202196958,0.8,0.4
3,61,13.15524406091246,0.7,0.8
3,62,20.6658330491372,0.8,0.6
3,63,20.774787392037297,0.0,0.3
3,64,89.92293657073867,0.3,0.0
3,65,18.03974928064895,0.9,0.6
3,66,48.035860557463344,0.8,0.7
3,67,21.05647226577202,0.1,0.7
3,68,7.210214490799155,0.1,0.6
3,69,16.28976682144357,0.1,0.0
3,70,14.447542479232974,0.2,0.3
3,71,9.955577930686552,0.9,0.6
3,72,14.949998981905146,0.7,0.7
3,73,26.854628413445134,0.3,0.1
3,74,17.648617800238963,0.0,0.3
3,75,75.57003919270778,0.3,0.7
3,76,64.36663523284427,0.5,0.1
3,77,13.84243782252506,0.8,0.7
3,78,31.695361846611796,0.3,0.8
3,79,7.777646719466259,0.0,0.3
3,80,12.308258296216206,0.7,0.9
3,81,7.218692747826214,0.9,0.3
3,82,59.02215273783617,0.6,0.7
3,83,7.569469568355788,0.1,0.8
3,84,9.206406293284461,0.2,0.0
3,85,7.6494217174799015,0.7,0.4
3,86,8.447364158706913,0.8,0.2
3,87,8.550345944641997,0.2,0.4
3,88,14.200965704208823,0.7,0.8
3,89,14.233104488449788,0.4,0.4
3,90,44.83443618767436,0.0,0.7
3,91,17.45395372400057,0.1,0.8
3,92,61.44290413911121,0.0,0.4
3,93,58.26714701629975,0.2,0.6
3,94,80.44744297716527,0.3,0.5
3,95,51.335961911777126,0.5,0.8
3,96,111.64544774647648,0.0,0.6
3,97,19.78861878750133,0.9,0.2
3,98,94.96544553426708,0.9,0.1
4,98,15.60059505292355,0.0,0.0
4,99,12.797440787847895,0.3,0.5
4,100,30.686728629166527,0.2,0.8
4,1,0.3058684214837098,0.0,0.2
4,2,0.5423995818792442,0.4,0.8
4,3,7.2777484664198235,0.3,0.8
4,4,3.0703087738842623,0.1,0.6
4,5,2.3308819786729016,0.3,0.9
4,6,1.448013816613013,0.4,0.2
4,7,8.380462396256123,0.8,0.1
4,8,5.554060808818766,0.0,0.9
4,9,14.494882122563874,0.8,0.6
4,10,26.851446383214913,0.3,0.1
4,11,16.693058002479546,0.9,0.6
4,12,2.483544412435403,0.1,0.0
4,13,5.705906883589192,0.5,0.3
4,14,2.970616575631343,0.9,0.4
4,15,3.2522404983829953,0.9,0.0
4,16,4.066814879927548,0.2,0.0
4,17,10.743934711619584,0.0,0.2
4,18,24.199601022145785,0.0,0.6
4,19,10.926135577224654,0.0,0.9
4,20,10.763967759450413,0.6,0.6
4,21,48.98431305854733,0.3,0.6
4,22,37.55858196020259,0.0,0.5
4,23,13.017156050556137,0.4,0.8
4,24,5.305506167959638,0.6,0.8
4,25,13.615474927314253,0.4,0.0
4,26,7.625483389485897,0.1,0.2
4,27,3.484088251442068,0.0,0.0
4,28,7.800498984875505,0.5,0.1
4,29,2.973365907713115,0.9,0.1
4,30,26.473513886248796,0.7,0.8
4,31,35.22253567749599,0.4,0.9
4,32,6.488465398540092,0.8,0.4
4,33,10.433675563774646,0.7,0.9
4,34,4.63712996204236,0.4,0.1
4,35,12.892229497869408,0.8,0.6
4,36,6.3266541651308446,0.7,0.5
4,37,21.32680963731243,0.5,0.8
4,38,41.67699367783565,0.0,0.9
4,39,10.267418731377193,0.8,0.8
4,40,9.71903261575051,0.2,0.5
4,41,30.983938765831166,0.6,0.5
4,42,7.80426429228892,0.9,0.3
4,43,7.052649759797544,0.1,0.8
4,44,4.650563757594556,0.8,0.0
4,45,4.430213753166788,0.8,0.8
4,46,7.800463018707063,0.8,0.5
4,47,7.140412141668142,0.7,0.4
4,48,75.07072230576304,0.8,0.2
4,49,11.552425863555973,0.0,0.9
4,50,23.051180434291663,0.0,0.7
4,51,44.63012927305745,0.0,0.6
4,52,29.15716108219825,0.6,0.9
4,53,4.707031249491247,0.3,0.9
4,54,10.515416078840845,0.9,0.2
4,55,5.245353443085063,0.5,0.0
4,56,24.51448054357436,0.0,0.3
4,57,12.821584720955398,0.1,0.6
4,58,24.02958596544973,0.6,0.3
4,59,8.592906112643604,0.4,0.4
4,60,6.960072316636325,0.0,0.0
4,61,17.748270265837984,0.6,0.6
4,62,12.396149850434844,0.2,0.9
4,63,239.798001977859,0.8,0.9
4,64,33.85609804618832,0.8,0.2
4,65,57.52562393399765,0.7,0.4
4,66,25.159889743796104,0.3,0.0
4,67,37.7420904499359,0.4,0.8
4,68,28.887060267077732,0.2,0.3
4,69,10.018661898544767,0.7,0.4
4,70,20.740291521168555,0.8,0.6
4,71,11.669122291853252,0.6,0.4
4,72,70.70849827280743,0.7,0.8
4,73,21.096867937815492,0.7,0.7
4,74,70.77760645156326,0.6,0.4
4,75,115.08277344557831,0.3,0.8
4,76,65.10340437127785,0.2,0.3
4,77,75.22640736096162,0.5,0.2
4,78,76.45844472086547,0.3,0.2
4,79,16.34213871036237,0.9,0.5
4,80,7.851679027405473,0.0,0.3
4,81,22.79439559908018,0.3,0.8
4,82,11.645280644954187,0.9,0.0
4,83,9.432144548379535,0.1,0.1
4,84,15.330647649242414,0.4,0.7
4,85,5.55090492080388,0.9,0.5
4,86,21.704902349202637,0.2,0.8
4,87,61.12971578899942,0.8,0.2
4,88,54.691425555599785,0.6,0.4
4,89,17.4782481989856,0.7,0.8
4,90,22.361327167073693,0.7,0.1
4,91,28.720812106435442,0.5,0.5
4,92,11.509019973712537,0.0,0.7
4,93,39.25335591570787,0.0,0.6
4,94,31.758987714111345,0.0,0.2
4,95,115.0149489420289,0.1,0.3
4,96,288.77781544506297,0.6,0.5
4,97,278.65072631809716,0.0,0.1
5,97,28.479457821200683,0.2,0.3
5,98,6.427770253945287,0.9,0.4
5,99,67.98929638313871,0.9,0.4
5,100,69.14307659450168,0.8,0.0
5,1,4.185496102069556,0.9,0.7
5,2,0.7794264023846655,0.7,0.0
5,3,1.466743453383311,0.0,0.2
5,4,2.774214803604448,0.2,0.0
5,5,1.211137773669902,0.9,0.7
5,6,3.878245848652372,0.7,0.4
5,7,1.0733084805810855,0.7,0.2
5,8,2.9750697266220474,0.4,0.3
5,9,3.5460453155942084,0.0,0.8
5,10,2.095089884458819,0.0,0.2
5,11,3.9130573122422256,0.7,0.5
5,12,7.456690875860709,0.8,0.4
5,13,1.68142939684688,0.7,0.2
5,14,9.020387069199934,0.9,0.9
5,15,1.1408268079140627,0.5,0.8
5,16,4.933328907471644,0.6,0.7
5,17,3.8954277255288803,0.5,0.7
5,18,9.941690786853485,0.1,0.5
5,19,14.509750859097984,0.5,0.8
5,20,4.7517624354192485,0.8,0.3
5,21,16.38830566263456,0.0,0.6
5,22,7.855675902513985,0.4,0.5
5,23,39.427980063408874,0.6,0.0
5,24,6.795754995287793,0.9,0.5
